name,brand,type,rating_value,rating_count,gender,country,year,segment,perfumers,families,top_notes,middle_notes,bottom_notes,users_notes,url
Lua de Sonhar,Natura,,"4,0",4 оценки,с 2013,N/A,N/A,N/A,[],"['musk', 'wood', 'floral']","['abrikos', 'ananas', 'bergamot', 'citruses', 'mandarin', 'marakuja']","['violet', 'peony', 'rose', 'lily']","['ambra', 'musk', 'sandal']",[],https://aromo.ru/fragrance/natura-lua-de-sonhar-71052/
Mec,A Wing & A Prayer Perfumes,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['wood', 'citrus']",[],"['bergamot', 'sandal', 'vanil']",[],[],https://aromo.ru/fragrance/a-wing--a-prayer-perfumes-mec-73020/
Mens Rea,Daniel Vaudd,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['chypre'],"['white-flowers', 'lily-of-the-valley', 'morskije-noty']","['ambretta', 'tuberoza', 'jasmine']","['iris', 'labdanum', 'morskije-vodorosli', 'vetiver']",[],https://aromo.ru/fragrance/daniel-vaudd-mens-rea-73260/
Monos Silver 07,GT Profumi,Парфюмерная вода,"0,0",N/A,Нишевая парфюмерия,italy,N/A,niche,[],"['citrus', 'floral']",[],"['orange', 'gardenija', 'grapefruit', 'musk', 'peach', 'rose', 'strastocvet']",[],[],https://aromo.ru/fragrance/gt-profumi-monos-silver-07-74544/
Sing Like Morning Birds,Parfums Genty,Парфюмерная вода,"5,0",2 оценки,Парфюмерия масс-маркет,russian-federation,2020,mass-market,[],"['fruit', 'floral']","['bergamot', 'mandarin', 'pink-pepper', 'vishna']","['apelsinovyj-cvet-flerdoranzh', 'rose', 'vishnevyj-cvet', 'jasmine']","['karamel', 'kedr', 'musk']","['mandarin', 'pink-pepper', 'vishna', 'vishnevyj-cvet']",https://aromo.ru/fragrance/sing-like-morning-birds/
Fragrance Bomb for Men,Adelante,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['fern', 'spicy']",[],"['bergamot', 'elemi', 'grapefruit', 'red-pepper', 'lavender', 'cinnamon-leaf', 'pink-pepper', 'saffron', 'pine', 'tabak', 'vetiver']",[],[],https://aromo.ru/fragrance/adelante-fragrance-bomb-for-men-900847/
Natural Reactions - Fired Up,Avon,,"3,0",1 оценка,с 1998,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/avon-natural-reactions-_-fired-up-76193/
Night Bloom,Phoenix Botanicals,Масляные духи,"0,0",N/A,с 2013,N/A,N/A,N/A,[],['floral'],[],"['myrrh', 'neroli', 'rose', 'sandal', 'resins', 'vanil', 'jasmine']",[],[],https://aromo.ru/fragrance/phoenix-botanicals-night-bloom-76700/
№ 63 Titiano Man,Frau Tonis Parfum,Парфюмерная вода,"0,0",N/A,с 2009,N/A,N/A,N/A,[],"['fern', 'wood']",[],"['oak', 'ptitgrejn-list-citrusovyh', 'sandal']",[],[],https://aromo.ru/fragrance/frau-tonis-parfum-no_-63-titiano-man-77197/
O'Delish,Ex Animo,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,N/A,N/A,N/A,[],['fruit'],[],"['granat', 'kokos', 'vanilnaja-orkhideja']",[],[],https://aromo.ru/fragrance/ex-animo-o_delish-78003/
Oliva,Baronessa Cali,Ароматная дымка,"0,0",N/A,Ароматная дымка,N/A,N/A,N/A,[],"['floral', 'green']",['rose'],"['green-notes', 'jasmine', 'lily']",['musk'],[],https://aromo.ru/fragrance/baronessa-cali-oliva-78185/
Princess Ariel,Disney,Туалетная вода,"0,0",N/A,Парфюмерия масс-маркет,united-states,N/A,mass-market,[],['floral'],"['orange', 'green-notes']","['violet', 'lily-of-the-valley', 'jasmine']","['drevesnyje-noty', 'musk', 'praline']",[],https://aromo.ru/fragrance/disney-princess-ariel-toilet-water-eau-de-toilette-2018119/
Passion Mediterrannee Yachting,Pascal Morabito,Парфюмерная вода,"0,0",N/A,Парфюмерия люкс,france,1997,suite,[],['chypre'],[],"['basil', 'bergamot', 'dubovyj-moh', 'dyna', 'cloves', 'spruce', 'cypress', 'ladan', 'lavender', 'musk', 'pachuli', 'pepper', 'rozmarin', 'timjan']",[],[],https://aromo.ru/fragrance/pascal-morabito-passion-mediterrannee-yachting-perfume-water-eau-de-parfum-80223/
Peace Is Beautiful,VZ Parfums,Духи / Экстракт,"4,0",1 оценка,Духи / Экстракт,N/A,N/A,N/A,[],"['fruit', 'floral']",[],"['violet', 'frezija', 'raspberry', 'peach']",[],[],https://aromo.ru/fragrance/vz-peace-is-beautiful-861631/
Picardy,Kiotis,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['sweet', 'fruit']","['lemon', 'mod', 'peach']","['violet', 'coffee', 'kokos']","['white-musk', 'lesnoj-oreh', 'sandal', 'vanil']",[],https://aromo.ru/fragrance/kiotis-picardy-81162/
Pure - Santal,Otentic,,"0,0",N/A,Парфюмерия премиум,netherlands,N/A,premium,[],['wood'],[],['sandal'],[],[],https://aromo.ru/fragrance/does-pure-_-santal-1051279/
Sevilla,The Fragrance Engineers,Парфюмерная вода,"0,0",N/A,с 2017,N/A,N/A,N/A,[],"['fruit', 'floral']","['orange', 'grapefruit', 'list-layma', 'ptitgrejn-list-citrusovyh']","['apelsinovyj-cvet-flerdoranzh', 'dyna', 'gardenija', 'mimosa', 'jasmine']","['morskije-vodorosli', 'sandal']",[],https://aromo.ru/fragrance/the-fragrance-engineers-sevilla-832025/
Royal Couple,Rebel & Mercury,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['east', 'floral']",['grapefruit'],"['rose', 'jasmine']","['cognac', 'sandal', 'oud']",[],https://aromo.ru/fragrance/rebel--mercury-royal-couple-85532/
Flippant,Elsa Schiaparelli,Духи / Экстракт,"0,0",N/A,с 1933,N/A,N/A,N/A,[],"['citrus', 'floral']",[],"['citruses', 'floral-notes']",[],[],https://aromo.ru/fragrance/elsa-schiaparelli-flippant-845427/
Sarabande,Leo Parfüm,Духи / Экстракт,"0,0",N/A,Выпуск прекращен,N/A,N/A,N/A,[],['balsamic'],[],['balms-of-gilead'],[],[],https://aromo.ru/fragrance/leo-parfm-sarabande-86612/
Splash Out,Womo,Туалетная вода,"0,0",N/A,Парфюмерия люкс,italy,N/A,suite,[],['fern'],"['bitter-orange', 'yuzu', 'kumquat', 'morskije-noty']","['white-pepper', 'geranium', 'cardamom', 'list-fialki', 'pink-pepper', 'water-lily']","['white-wood', 'musk', 'pachuli']",[],https://aromo.ru/fragrance/womo-splash-out-89719/
Style Happy for Men,Estelle Ewen,Туалетная вода,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['citrus'],"['bergamot', 'lavender', 'lemon']","['apelsinovyj-cvet-flerdoranzh', 'tonka-bean', 'iris']","['ambra', 'kedr', 'korichnevyj-sahar', 'musk', 'pachuli', 'vanil']",[],https://aromo.ru/fragrance/estelle-ewen-style-happy-for-men-90270/
SummerTime,Evodia,Ароматная дымка,"0,0",N/A,Ароматная дымка,N/A,N/A,N/A,[],"['fern', 'citrus']",[],"['ginger', 'lime', 'lemon', 'marakuja', 'musk']",[],[],https://aromo.ru/fragrance/evodia-summertime-90637/
SuperStilo,Natura,,"5,0",2 оценки,с 2011,N/A,N/A,N/A,[],['east'],[],"['tonka-bean', 'fruity-notes', 'vanil']",[],[],https://aromo.ru/fragrance/natura-superstilo-90838/
Connect Uomo,Jean Paul Dupont,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['floral', 'spicy']","['basil', 'bergamot', 'laureliya', 'mandarin', 'rozmarin', 'sage']","['geranium', 'cardamom', 'coriander', 'cinnamon', 'cumin']","['copaiba-balsam', 'woodyamber', 'kedr', 'pachuli', 'sandal']",[],https://aromo.ru/fragrance/code-9296-connect-uomo/
TEN by Intense,N10Z Intense,Одеколон,"0,0",N/A,с 1999,N/A,N/A,N/A,[],['fern'],[],"['citruses', 'morskije-noty', 'pachuli', 'virginia-cedar']",[],[],https://aromo.ru/fragrance/n10z-intense-ten-by-intense-cologne-eau-de-cologne-91812/
Thallium Women,Yves de Sistelle,Парфюмерная вода,"4,0",1 оценка,Парфюмерия масс-маркет,france,N/A,mass-market,[],"['floral', 'east']","['ananas', 'mandarin', 'peach', 'pink-pepper', 'zelenoje-jabloko']","['cvetok-kofe', 'violet', 'iris', 'rose', 'zhasmin-sambak']","['massoja', 'musk', 'sandal', 'vanil']",[],https://aromo.ru/fragrance/yves-de-sistelle-thallium-women-92023/
E 27,Eyfel,Парфюмерная вода,"0,0",N/A,Номерная парфюмерия,turkey,N/A,numbered-perfume,[],['fern'],"['ananas', 'anise', 'list-pomidora', 'mint', 'pepper', 'zelenoje-jabloko']","['geranium', 'ginger', 'kedr', 'lavender', 'musk', 'jasmine']","['dubovyj-moh', 'sandal', 'caraway']",[],https://aromo.ru/fragrance/eyfel-e-27-perfume-water-eau-de-parfum-2291072/
UNTITLED No. 2 by Tristan Brando,UNTITLED,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['east', 'gourmet']",[],"['drevesnyje-noty', 'geliotrop', 'kokos', 'musk', 'tangerine', 'vanil', 'voda']",[],[],https://aromo.ru/fragrance/untitled-untitled-no_-2-by-tristan-brando-94476/
White Musk House Of Holland Edition,The Body Shop,Туалетная вода,"3,5",2 оценки,Парфюмерия масс-маркет,united-kingdom,2017,mass-market,[],['musk'],[],['white-musk'],[],[],https://aromo.ru/fragrance/the-body-shop-white-musk-house-of-holland-edition-toilet-water-eau-de-toilette-1080463/
Want an Ice Crystal?,Baratti,Туалетная вода,"0,0",N/A,Выпуск прекращен,N/A,N/A,N/A,[],"['citrus', 'floral']",[],"['citruses', 'floral-notes']",[],[],https://aromo.ru/fragrance/baratti-want-an-ice-crystal-96747/
E 60,Eyfel,Парфюмерная вода,"4,0",1 оценка,Номерная парфюмерия,turkey,N/A,numbered-perfume,[],"['wood', 'east']",['iris'],['sandal'],['kozha'],[],https://aromo.ru/fragrance/eyfel-e-60-perfume-water-eau-de-parfum-2291098/
Winflower Green,Alain Daniel,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['water', 'floral']","['fruity-notes', 'green-notes']",['floral-notes'],"['drevesnyje-noty', 'musk']",[],https://aromo.ru/fragrance/alain-daniel-winflower-green-97647/
X Base Classic,CHH Cosmetic,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['spicy', 'sweet']",[],"['gourmand-notes', 'spices']",[],[],https://aromo.ru/fragrance/chh-cosmetic-x-base-classic-97966/
Zitronenmelisse & Ingwer,J. S. Douglas Sohne,Ароматная дымка,"0,0",N/A,с 2019,N/A,N/A,N/A,[],"['fern', 'citrus']",[],"['ginger', 'lemon', 'mint']",[],[],https://aromo.ru/fragrance/j-s-douglas-sohne-zitronenmelisse-_-ingwer-98777/
Captaine Dragon,Dans un Jardin,,"0,0",N/A,с 2014,N/A,N/A,N/A,[],"['sweet', 'fruit', 'floral']","['orange', 'grusha', 'lemon', 'vishna']","['ananas', 'banan', 'violet', 'sahar', 'vinograd']","['tonka-bean', 'karamel', 'vanil']",[],https://aromo.ru/fragrance/dans-un-jardin-n-captaine-dragon-390740/
Jamaica,Nateeva,Парфюмерная вода,"0,0",N/A,с 2016,N/A,N/A,N/A,[],"['musk', 'wood', 'floral']",[],"['white-musk', 'frangipani', 'guajak', 'mandarin', 'vanil', 'vetiver']",[],[],https://aromo.ru/fragrance/nateeva-jamaica-432548/
I,Etry,Парфюмерная вода,"0,0",N/A,Нишевая парфюмерия,kuwait,2017,niche,[],"['fern', 'fruit']",[],"['fruity-notes', 'gourmand-notes', 'musk']",[],[],https://aromo.ru/fragrance/etry-i-541929/
Notes Of Riesling Reserve,Kelly & Jones,,"0,0",N/A,с 2016,N/A,N/A,N/A,[],"['fern', 'fruit']",[],"['orange', 'tagetes', 'white-cedar', 'grusha', 'raspberry', 'mint', 'peach']",[],[],https://aromo.ru/fragrance/kelly--jones-notes-of-riesling-reserve-546667/
Consul,Delta Parfum,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['spicy', 'wood']",[],"['olive-tree-olive', 'cinnamon', 'vetiver']",[],[],https://aromo.ru/fragrance/delta-parfum-consul-826469/
Stone Sensual,Alta Moda,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['fruit', 'floral']","['granat', 'lemon']","['lotos', 'magnolija', 'peony']","['woodyamber', 'mahagonys', 'musk']",[],https://aromo.ru/fragrance/alta-moda-stone-sensual-915367/
Sensai,Frances Denney,Одеколон,"0,0",N/A,Одеколон,N/A,N/A,N/A,[],['east'],[],"['vanil', 'vetiver']",[],[],https://aromo.ru/fragrance/frances-denney-sensai-588661/
Tiger for Women,Lecmo,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'east', 'floral']","['musk', 'pachuli', 'rose']",['violet'],"['klubnika', 'nutmeg', 'jasmine']",[],https://aromo.ru/fragrance/lecmo-tiger_women-628291/
Eternal Royal Woman,Lonkoom Parfum,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],['east'],"['aromaticheskie-noty', 'citruses', 'drevesnyje-noty', 'spices']",['raspberry'],"['cardamom', 'rose']",[],https://aromo.ru/fragrance/lonkoom-parfum-eternal-royal-woman-954779/
Parfum Allie Pastel 43,Shu Uemura,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'floral']","['lily-of-the-valley', 'rose', 'siren', 'jasmine']","['abrikos', 'peach', 'sliva', 'voda']","['ambra', 'musk']",[],https://aromo.ru/fragrance/shu-uemura-parfum-allie-pastel-43-713897/
Sensai,Frances Denney,Одеколон,"0,0",N/A,Одеколон,N/A,N/A,N/A,[],['east'],[],"['vanil', 'vetiver']",[],[],https://aromo.ru/fragrance/frances-denney-sensai-588661/
Tiger for Women,Lecmo,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'east', 'floral']","['musk', 'pachuli', 'rose']",['violet'],"['klubnika', 'nutmeg', 'jasmine']",[],https://aromo.ru/fragrance/lecmo-tiger_women-628291/
White Musk House Of Holland Edition,The Body Shop,Туалетная вода,"3,5",2 оценки,Парфюмерия масс-маркет,united-kingdom,2017,mass-market,[],['musk'],[],['white-musk'],[],[],https://aromo.ru/fragrance/the-body-shop-white-musk-house-of-holland-edition-toilet-water-eau-de-toilette-1080463/
Clara Senteurs Lavande,Clara en Provence,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],['floral'],[],['lavender'],[],[],https://aromo.ru/fragrance/clara-en-provence-clara-senteurs-_-lavande-682545/
Heat Man Fired Up,Jovan,Одеколон,"0,0",N/A,с 2005,N/A,N/A,N/A,[],"['water', 'wood']","['buton-chernoj-smorodiny', 'list-inzhira', 'green-notes']","['dyna', 'frezija', 'ginger']","['white-cedar', 'list-fialki', 'vetiver']",[],https://aromo.ru/fragrance/jovan-heat-man-_-fired-up-710757/
Lake,Caswell Massey,Туалетная вода,"0,0",N/A,Парфюмерия люкс,united-states,2019,suite,[],"['water', 'floral']","['citruses', 'verbena']","['floral-notes', 'lavender', 'solar-notes']","['ambra', 'musk']",[],https://aromo.ru/fragrance/caswell-massey-lake-toilet-water-eau-de-toilette-1949801/
Parfum Allie Pastel 43,Shu Uemura,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'floral']","['lily-of-the-valley', 'rose', 'siren', 'jasmine']","['abrikos', 'peach', 'sliva', 'voda']","['ambra', 'musk']",[],https://aromo.ru/fragrance/shu-uemura-parfum-allie-pastel-43-713897/
Connect Uomo,Jean Paul Dupont,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['floral', 'spicy']","['basil', 'bergamot', 'laureliya', 'mandarin', 'rozmarin', 'sage']","['geranium', 'cardamom', 'coriander', 'cinnamon', 'cumin']","['copaiba-balsam', 'woodyamber', 'kedr', 'pachuli', 'sandal']",[],https://aromo.ru/fragrance/code-9296-connect-uomo/
7 Potencias (7 African Powers),Crusellas & Company,Одеколон,"0,0",N/A,Парфюмерия масс-маркет,united-states,N/A,mass-market,[],"['fern', 'spicy']",[],"['spices', 'trava']",[],[],https://aromo.ru/fragrance/crusellas--company-7-potencias-_7-african-powers-37344/
Adler,Ajne Carmel,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['floral', 'east']",[],"['tagetes', 'belyj-tabak', 'cocoa', 'tuberoza']",[],[],https://aromo.ru/fragrance/ajne-carmel-adler-38203/
Aglaya Pompa Cervena,Evterpa,Духи / Экстракт,"5,0",2 оценки,Духи / Экстракт,N/A,N/A,N/A,[],['floral'],"['apelsinovyj-cvet-flerdoranzh', 'bergamot', 'lemon', 'mandarin']","['iris', 'kamelija', 'opopanax', 'rose', 'jasmine']","['ambra', 'tonka-bean', 'gardenija', 'vanil']",[],https://aromo.ru/fragrance/evterpa-aglaya-pompa-cervena-38465/
Amka,Jo Wood Organics,Туалетная вода,"0,0",N/A,с 2008,N/A,N/A,N/A,[],"['citrus', 'fern']","['orange', 'bergamot', 'mandarin', 'neroli']","['rose', 'jasmine']",['kedr'],[],https://aromo.ru/fragrance/jo-wood-organics-amka-39963/
Andromeda,Long Winter Soap Co.,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/long-winter-soap-co-andromeda-40218/
Akragas,Tiziana Terenzi,Духи / Экстракт,"0,0",N/A,Нишевая парфюмерия,italy,2022,niche,"['paolo-terenzi', 'titian-terence']","['wood', 'aromatic', 'mineral']","['grapefruit', 'mirta', 'morskije-vodorosli', 'neroli']","['geranium', 'kedr', 'sea-salt', 'timjan']","['benzoin', 'musk', 'pachuli', 'madagascan-vanilla']",[],https://aromo.ru/fragrance/tiziana-terenzi-akragas-perfume-extract-parfum-extrait-de-parfum-2411055/
Danse au Printemps pour Femme,MyParfum,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['fruit', 'floral']",[],"['tonka-bean', 'kokos', 'lily-of-the-valley', 'mango', 'tuberoza', 'bourbon-vanilla']",[],[],https://aromo.ru/fragrance/myparfum-danse-au-printemps-pour-femme-51294/
Трубочное зелье,Art Deco Perfumes,Парфюмерная вода,"5,0",2 оценки,Артизанальная парфюмерия,russian-federation,2019,artisanal-perfumery,[],"['spicy', 'wood']",[],"['tonka-bean', 'dubovyj-moh', 'karamel', 'pachuli', 'tabak', 'vetiver']",[],"['tonka-bean', 'karamel', 'pachuli', 'tabak']",https://aromo.ru/fragrance/art-deco-perfumes-trubochnoe-zele-perfume-water-eau-de-parfum-2044953/
Dehnal Oudh Muhabbah,Al Haramain Perfumes,,"0,0",N/A,Парфюмерия премиум,saudi-arabia,2012,premium,[],['wood'],[],"['ambra', 'drevesnyje-noty', 'rose', 'oud', 'vanil', 'oriental-notes']",[],[],https://aromo.ru/fragrance/al-haramain-perfumes-dehnal-oudh-muhabbah-51753/
Dehnal Oudh Seufi,Al Haramain Perfumes,Масляные духи,"0,0",N/A,Парфюмерия премиум,saudi-arabia,N/A,premium,[],['wood'],[],['oud'],[],[],https://aromo.ru/fragrance/al-haramain-perfumes-dehnal-oudh-seufi-perfume-oil-perfume-oil-51754/
Tiori Jazz,Villa Buti,,"5,0",1 оценка,Парфюмерия премиум,italy,N/A,premium,[],['east'],[],"['white-musk', 'bergamot', 'gardenija', 'kedr', 'mod', 'pachuli', 'persikovyj-cvet']",[],[],https://aromo.ru/fragrance/villa-buti-tiori-jazz-867539/
Donna,Sergio Soldano,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/sergio-soldano-donna-52890/
Eau de Cologne Lavendel,Bernoth,Одеколон,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['floral'],[],['lavender'],[],[],https://aromo.ru/fragrance/bernoth-eau-de-cologne-lavendel-53653/
Ramune,J-Scent,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['aldehyde', 'floral']","['aldehydes', 'bergamot', 'lemon', 'raspberry', 'mint', 'perechnaja-mata']","['hyacinth', 'lily-of-the-valley', 'magnolija', 'rose', 'water-lily']","['ambra', 'kedr', 'musk', 'sandal', 'vanil']",[],https://aromo.ru/fragrance/j-scent-ramune-perfume-water-eau-de-parfum-1916319/
Jonquilla,Song of India / R-Expo,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['floral'],[],['narciss'],[],[],https://aromo.ru/fragrance/song-of-india-jonquilla-813995/
Minted,Nomenclature,Парфюмерная вода,"3,0",1 оценка,Нишевая парфюмерия,united-states,2022,niche,[],"['green', 'aromatic']",[],"['atlas-cedar', 'bergamot', 'lemongrass', 'violet', 'korichnevyj-sahar', 'mate', 'papyrus', 'jasmine']",[],"['lemongrass', 'violet', 'mate', 'jasmine']",https://aromo.ru/fragrance/nomenclature-minted-perfume-water-eau-de-parfum-2411099/
Joy & Stillness,Sarah Horowitz Parfums,,"0,0",N/A,Нишевая парфюмерия,united-states,2013,niche,[],['wood'],"['bergamot', 'perechnaja-mata']","['kedr', 'pine']","['dubovyj-moh', 'labdanum', 'ladan', 'myrrh', 'ambergris']",[],https://aromo.ru/fragrance/sarah-horowitz-parfums-joy-_-stillness-68147/
Lilac Iris,Sohum,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],['floral'],[],"['daphne', 'violet', 'geliotrop', 'gvozdika', 'iris', 'mimosa', 'siren']",[],[],https://aromo.ru/fragrance/sohum-lilac-iris-69763/
Logos,Creso,Парфюмерная вода,"0,0",N/A,с 2016,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/creso-logos-70302/
Love Notes,Marc de la Morandiere,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['floral', 'wood', 'musk']",[],"['bergamot', 'tonka-bean', 'woodyamber', 'rozmarin']",[],[],https://aromo.ru/fragrance/marc-de-la-morandiere-love-notes-70838/
Good Sense,Close 2,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['spicy', 'aromatic']","['orange', 'basil', 'bergamot', 'list-fialki']","['cardamom', 'cinnamon', 'nutmeg', 'pink-pepper']","['drevesnyje-noty', 'musk', 'sandal']",[],https://aromo.ru/fragrance/close-2-good-sense-953025/
JF9 Green,Jafra,Одеколон,"3,0",2 оценки,Парфюмерия масс-маркет,united-states,2012,mass-market,[],['fern'],"['orange', 'bergamot', 'lemon']","['apelsinovyj-cvet-flerdoranzh', 'artemizija-polyn', 'rozmarin', 'sage', 'spices', 'jasmine']","['ambra', 'tonka-bean', 'drevesnyje-noty', 'dubovyj-moh', 'ladan', 'musk', 'pachuli', 'sandal']",[],https://aromo.ru/fragrance/jafra-jf9-green-cologne-eau-de-cologne-1831863/
Refined (2014),Bella Bellissima,Парфюмерная вода,"0,0",N/A,с 2014,N/A,N/A,N/A,[],"['spicy', 'wood']","['cardamom', 'laurel', 'pepper']","['pachuli', 'vetiver']","['ambra', 'benzoin', 'ladan', 'orchid']",[],https://aromo.ru/fragrance/bella-bellissima-refined-_2014-880797/
Vanille,Blancheide,Парфюмерная вода,"0,0",N/A,с 2016,N/A,N/A,N/A,[],['east'],"['ilang-ilang', 'magnolija']","['geliotrop', 'sandal']","['white-musk', 'cocoa', 'praline', 'madagascan-vanilla']",[],https://aromo.ru/fragrance/blancheide-vanille-95069/
Violett Tabak,Ava Luxe,,"0,0",N/A,с 2016,N/A,N/A,N/A,[],"['east', 'wood']",[],"['ambra', 'drevesnyje-noty', 'violet', 'spices', 'tabak']",[],[],https://aromo.ru/fragrance/ava-luxe-violett-tabak-96181/
Vol 870 YUL-CDG,Monsillage,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['fern', 'wood']",[],"['abrikos', 'ambra', 'bergamot', 'ilang-ilang', 'kedr', 'cypress', 'kozha', 'musk', 'osmantus', 'sage', 'fir-resin', 'resins', 'spices']",[],[],https://aromo.ru/fragrance/monsillage-vol-870-yul_cdg-96516/
Carnation,Lentheric,,"0,0",N/A,с 1938,N/A,N/A,N/A,[],['floral'],[],['gvozdika'],[],[],https://aromo.ru/fragrance/lentheric-carnation-1021511/
Rose Jam Body Spray,Lush,Ароматная дымка,"4,5",2 оценки,Парфюмерия масс-маркет,united-kingdom,N/A,mass-market,[],['floral'],['rose'],['geranium'],['lemon'],"['geranium', 'rose']",https://aromo.ru/fragrance/lush-rose-jam-body-spray-fragrant-haze-fragrance-mist-2294518/
Misti,L.T. Piver,,"0,0",N/A,с 1925,N/A,N/A,N/A,[],['floral'],[],['floral-notes'],[],[],https://aromo.ru/fragrance/l-t-piver-misti-870439/
You Live!,Esika,,"3,0",4 оценки,с 2012,N/A,N/A,N/A,[],"['fern', 'citrus']",[],"['bamboo', 'mandarin', 'morskije-noty']",[],[],https://aromo.ru/fragrance/esika-you-live-98310/
Agent 001,Delta Parfum,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['east'],[],"['ginger', 'lime', 'vodka']",[],[],https://aromo.ru/fragrance/delta-parfum-agent-001-832209/
Bibelot,Revillon,,"0,0",N/A,В производстве,1947,N/A,N/A,[],['floral'],[],"['white-musk', 'floral-notes']",[],[],https://aromo.ru/fragrance/revillon-bibelot-953549/
Toi Mon Amour,Des Filles a la Vanille,Парфюмерная вода,"5,0",1 оценка,Парфюмерная вода,N/A,N/A,N/A,[],['east'],"['orange', 'cedrat']","['iris', 'rose']","['ambra', 'vanil']",[],https://aromo.ru/fragrance/des-filles-a-la-vanille-toi-mon-amour-532150/
Il Giardino Di Boboli,I Profumi di Firenze,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['floral'],"['orange', 'grapefruit', 'voda']","['white-flowers', 'bojaryshnik', 'violet', 'ilang-ilang']","['drevesnyje-noty', 'musk', 'pachuli', 'vanil']",[],https://aromo.ru/fragrance/i-profumi-di-firenze-il-giardino-di-boboli-539037/
Al Berwaz,Majid Muzaffar Iterji,Парфюмерная вода,"3,0",1 оценка,с 2007,N/A,N/A,N/A,[],['east'],"['fruity-notes', 'rose']","['ambra', 'oud']","['ambra', 'drevesnyje-noty', 'musk', 'sandal']",[],https://aromo.ru/fragrance/majid-muzaffar-iteri-al-berwaz-perfume-oil-perfume-oil-554219/
Mediterranean,Perfumer H,,"0,0",N/A,с 2017,N/A,N/A,N/A,[],['fruit'],[],"['apelsinovyj-cvet-flerdoranzh', 'arbuz', 'atlas-cedar', 'bergamot', 'granat', 'inzhir', 'iris', 'cypress', 'ladan', 'lemon']",[],[],https://aromo.ru/fragrance/perfumer-h-mediterranean-568799/
Pachou Minimal,Soivohle,,"0,0",N/A,с 2017,N/A,N/A,N/A,[],"['spicy', 'wood']",[],"['ambretta', 'bergamot', 'grusha', 'ilang-ilang', 'kedr', 'labdanum', 'pachuli', 'peruvian-balsam', 'toluansky-balm', 'vanil', 'jasmine']",[],[],https://aromo.ru/fragrance/soivohle-pachou-minimal-586633/
Aflorá Sedução Intensa,Eudora,,"4,0",2 оценки,с 2013,N/A,N/A,N/A,[],"['fruit', 'floral']",[],"['abrikos', 'cocoa']",[],[],https://aromo.ru/fragrance/eudora-aflor_-sedu_o-intensa-587389/
Yasameen,Siela,Масляные духи,"0,0",N/A,Масляные духи,N/A,N/A,N/A,[],"['musk', 'wood', 'floral']",[],"['white-musk', 'elemi', 'red-orange', 'sandal', 'jasmine']",[],[],https://aromo.ru/fragrance/siela-yasameen-593645/
